,time,close,vol
0,2018-04-20 14:24:05,0.0,0
1,2018-04-20 14:24:05,103640.0,22702
2,2018-04-20 14:24:06,103640.0,22702
3,2018-04-20 14:24:07,103640.0,22702
4,2018-04-20 14:24:07,103640.0,22702
5,2018-04-20 14:24:08,103670.0,22706
6,2018-04-20 14:24:08,103670.0,22706
7,2018-04-20 14:24:09,103670.0,22706
8,2018-04-20 14:24:10,103670.0,22706
9,2018-04-20 14:24:10,103670.0,22706
10,2018-04-20 14:24:11,103670.0,22706
11,2018-04-20 14:24:11,103670.0,22706
12,2018-04-20 14:24:12,103670.0,22706
13,2018-04-20 14:24:12,103670.0,22706
14,2018-04-20 14:24:13,103670.0,22706
15,2018-04-20 14:24:14,103670.0,22706
16,2018-04-20 14:24:14,103670.0,22706
